Column1,State,Year,Source,ItemNum,LineItem,Amount
186,GU,2018,https://www.eac.gov/sites/default/files/havaffr/Guam2018ES_FFR.pdf,f,Federal share of unliquidated obligations,0
187,GU,2018,https://www.eac.gov/sites/default/files/havaffr/Guam2018ES_FFR.pdf,g,Total Federal share,3276
188,GU,2018,https://www.eac.gov/sites/default/files/havaffr/Guam2018ES_FFR.pdf,h,Unobligated balance of Federal funds,6.00E+05
54,AS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/AS2018%5B101ES%5D.pdf,i,Total recipient share required,0
190,GU,2018,https://www.eac.gov/sites/default/files/havaffr/Guam2018ES_FFR.pdf,j,Recipient share of expenditures,0
191,GU,2018,https://www.eac.gov/sites/default/files/havaffr/Guam2018ES_FFR.pdf,k,Remaining recipient share to be provided,0
192,GU,2018,https://www.eac.gov/sites/default/files/havaffr/Guam2018ES_FFR.pdf,l,Total Federal program income earned,0
193,GU,2018,https://www.eac.gov/sites/default/files/havaffr/Guam2018ES_FFR.pdf,m,Program income expended in accordance with the deduction alternative,0
194,GU,2018,https://www.eac.gov/sites/default/files/havaffr/Guam2018ES_FFR.pdf,n,Program income expended in accordance with the addition alternative,0
195,GU,2018,https://www.eac.gov/sites/default/files/havaffr/Guam2018ES_FFR.pdf,o,Unexpended program income,0
196,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,a,Cash Receipts,0
197,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,b,Cash Disbursements,0
198,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,c,Cash on Hand,0
199,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,d,Total Federal funds authorized,3134080
200,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,e,Federal share of expenditures,0
201,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,f,Federal share of unliquidated obligations,0
202,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,g,Total Federal share,0
203,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,h,Unobligated balance of Federal funds,3134080.001
864,AS,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/AS2019%5B101ES%5D.pdf,i,Total recipient share required,0
205,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,j,Recipient share of expenditures,0
206,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,k,Remaining recipient share to be provided,156704
207,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,l,Total Federal program income earned,0
208,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,m,Program income expended in accordance with the deduction alternative,0
209,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,n,Program income expended in accordance with the addition alternative,0
210,HI,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/HI2018%5B101ES%5D.PDF,o,Unexpended program income,0
211,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,a,Cash Receipts,3229896
212,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,b,Cash Disbursements,498688.59
213,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,c,Cash on Hand,2731207
214,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,d,Total Federal funds authorized,3229896
215,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,e,Federal share of expenditures,498688.59
216,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,f,Federal share of unliquidated obligations,0
217,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,g,Total Federal share,498688.59
218,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,h,Unobligated balance of Federal funds,2731207
1704,AS,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/AS%202020%20ES%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,0
220,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,j,Recipient share of expenditures,0
221,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,k,Remaining recipient share to be provided,0
222,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,l,Total Federal program income earned,14375.51
223,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,m,Program income expended in accordance with the deduction alternative,0
224,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,n,Program income expended in accordance with the addition alternative,14375.51
225,ID,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/ID-2018%5B101ES%5DRevised.pdf,o,Unexpended program income,0
226,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,a,Cash Receipts,13232290
227,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,b,Cash Disbursements,0
228,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,c,Cash on Hand,13232290
229,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,d,Total Federal funds authorized,13232290
230,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,e,Federal share of expenditures,0
231,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,f,Federal share of unliquidated obligations,0
232,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,g,Total Federal share,0
233,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,h,Unobligated balance of Federal funds,13232290
2469,AS,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AS%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,0
235,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,j,Recipient share of expenditures,0
236,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,k,Remaining recipient share to be provided,661615.001
237,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,l,Total Federal program income earned,57265.621
238,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,m,Program income expended in accordance with the deduction alternative,0
239,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,n,Program income expended in accordance with the addition alternative,9420.041
240,IL,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IL2018%5B101ES%5DFFR%20Amended%2012-19.pdf,o,Unexpended program income,47845.581
241,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,a,Cash Receipts,7595088
242,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,b,Cash Disbursements,0
243,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,c,Cash on Hand,7595088
244,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,d,Total Federal funds authorized,7595088
245,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,e,Federal share of expenditures,0
246,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,f,Federal share of unliquidated obligations,218953
247,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,g,Total Federal share,218953
248,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,h,Unobligated balance of Federal funds,7376134.98
69,AZ,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/Arizona2018ES_FFRNarr.pdf,i,Total recipient share required,373184
250,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,j,Recipient share of expenditures,230014
251,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,k,Remaining recipient share to be provided,149739
252,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,l,Total Federal program income earned,29819.16
253,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,m,Program income expended in accordance with the deduction alternative,0
254,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,n,Program income expended in accordance with the addition alternative,0
255,IN,2018,https://www.eac.gov/sites/default/files/havaffr/Indiana2018ES_FFR.pdf,o,Unexpended program income,29819.16
256,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,a,Cash Receipts,0
257,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,b,Cash Disbursements,0
258,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,c,Cash on Hand,0
259,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,d,Total Federal funds authorized,4608084
260,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,e,Federal share of expenditures,170051.901
261,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,f,Federal share of unliquidated obligations,24127.461
262,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,g,Total Federal share,194179.361
263,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,h,Unobligated balance of Federal funds,4413904.641
879,AZ,2019,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/AZ2019%5B101ES%5D%20Revised%2012-29-20.pdf,i,Total recipient share required,373183.8
265,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,j,Recipient share of expenditures,0
266,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,k,Remaining recipient share to be provided,230404
267,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,l,Total Federal program income earned,7199.601
268,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,m,Program income expended in accordance with the deduction alternative,0
269,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,n,Program income expended in accordance with the addition alternative,0
270,IA,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/IA2018%5B101ES%5D.pdf,o,Unexpended program income,7199.601
271,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,a,Cash Receipts,0
272,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,b,Cash Disbursements,0
273,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,c,Cash on Hand,0
274,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,d,Total Federal funds authorized,4386301
275,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,e,Federal share of expenditures,0
276,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,f,Federal share of unliquidated obligations,0
277,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,g,Total Federal share,0
278,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,h,Unobligated balance of Federal funds,4386301.021
1719,AZ,2020,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/AZ%202020%20ES%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,2052644
280,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,j,Recipient share of expenditures,0
281,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,k,Remaining recipient share to be provided,0
282,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,l,Total Federal program income earned,1722.251
283,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,m,Program income expended in accordance with the deduction alternative,0
284,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,n,Program income expended in accordance with the addition alternative,0
285,KS,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KS2018%5B101ES%5DFFR%20Revised%201-16-20%20Redacted.pdf,o,Unexpended program income,1722.251
286,KY,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2018%5B101ES%5D%2BNarr.pdf,a,Cash Receipts,0
287,KY,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2018%5B101ES%5D%2BNarr.pdf,b,Cash Disbursements,0
288,KY,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2018%5B101ES%5D%2BNarr.pdf,c,Cash on Hand,0
289,KY,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2018%5B101ES%5D%2BNarr.pdf,d,Total Federal funds authorized,5773423
290,KY,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2018%5B101ES%5D%2BNarr.pdf,e,Federal share of expenditures,626553.73
291,KY,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2018%5B101ES%5D%2BNarr.pdf,f,Federal share of unliquidated obligations,0
292,KY,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2018%5B101ES%5D%2BNarr.pdf,g,Total Federal share,626553.73
293,KY,2018,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/KY2018%5B101ES%5D%2BNarr.pdf,h,Unobligated balance of Federal funds,5146829.27
2484,AZ,2021,https://www.eac.gov/sites/default/files/paymentgrants/Election%20Security/FY21%20Annual%20FFR/AZ%202021%20ES%20Annual%20Financial%20and%20Progress%20Report.pdf,i,Total recipient share required,2052644
