Year,State,Government_Function,Full_Time_Employment,Full_Time_Payroll
2019,KY,Education - Higher Education Instructional,9157,85267598
2019,KY,Education - Higher Education Other,17349,79662898
2019,KY,Education - Other,2075,8849338
2019,KY,Libraries,0,0
2019,KY,State liquor stores,0,0
2019,KY,All other and unallocable,2311,8932994
2019,LA,Total - All Government Employment Functions,74413,341611617
2019,LA,Financial Administration,2706,14220820
2019,LA,Other Government Administration,1663,8807868
2019,LA,Judicial and Legal,1810,8880215
2019,LA,Police Protection Total,1719,13281394
2019,LA,Police Protection - Persons with Power of Arrest,805,6690672
2019,LA,Police Protection - Other,914,6590722
2019,LA,Fire Protection Total,0,0
2019,LA,Fire Protection - Firefighters,0,0
2019,LA,Fire Protection - Other,0,0
2019,LA,Corrections,5750,25137413
2019,LA,Highways,4332,19125106
2019,LA,Air Transportation,0,0
2019,LA,Sea and Inland Port Facilities,282,1585572
2019,LA,Public Welfare,5292,21897923
2019,LA,Health,3705,19323167
2019,LA,Hospitals,9621,45893950
2019,LA,Social Insurance Administration,855,3549403
2019,LA,Solid Waste Management,0,0
2019,LA,Sewerage,0,0
2019,LA,Parks and Recreation,834,3505686
2019,LA,Housing and Community Development,0,0
2019,LA,Natural Resources,2738,13140529
2019,LA,Water Supply,0,0
2019,LA,Electric Power,0,0
2019,LA,Gas Supply,0,0
2019,LA,Transit,0,0
2019,LA,Education Total,30746,132276670
2019,LA,Education - Elementary and Secondary Total,93,487522
2019,LA,Education - Elementary and Secondary Instructional,93,487522
2019,LA,Education - Elementary and Secondary Other,0,0
2019,LA,Education - Higher Education Total,28173,120196199
2019,LA,Education - Higher Education Instructional,7349,55222231
2019,LA,Education - Higher Education Other,20824,64973968
2019,LA,Education - Other,2480,11592949
2019,LA,Libraries,0,0
2019,LA,State liquor stores,0,0
2019,LA,All other and unallocable,2360,10985901
2019,ME,Total - All Government Employment Functions,17531,85498500
2019,ME,Financial Administration,1380,7046637
2019,ME,Other Government Administration,301,1707357
2019,ME,Judicial and Legal,765,4157906
2019,ME,Police Protection Total,571,3458265
2019,ME,Police Protection - Persons with Power of Arrest,340,2368750
2019,ME,Police Protection - Other,231,1089515
2019,ME,Fire Protection Total,0,0
2019,ME,Fire Protection - Firefighters,0,0
2019,ME,Fire Protection - Other,0,0
2019,ME,Corrections,1098,5622301
2019,ME,Highways,1936,9152342
2019,ME,Air Transportation,0,0
2019,ME,Sea and Inland Port Facilities,63,268301
2019,ME,Public Welfare,2158,8706352
2019,ME,Health,867,4237790
2019,ME,Hospitals,469,2410640
2019,ME,Social Insurance Administration,156,717214
2019,ME,Solid Waste Management,0,0
2019,ME,Sewerage,0,0
2019,ME,Parks and Recreation,79,342743
2019,ME,Housing and Community Development,0,0
2019,ME,Natural Resources,1016,5210348
2019,ME,Water Supply,0,0
2019,ME,Electric Power,0,0
2019,ME,Gas Supply,0,0
2019,ME,Transit,0,0
2019,ME,Education Total,5694,27542136
2019,ME,Education - Elementary and Secondary Total,26,174434
2019,ME,Education - Elementary and Secondary Instructional,15,109668
2019,ME,Education - Elementary and Secondary Other,11,64766
2019,ME,Education - Higher Education Total,5379,25984775
2019,ME,Education - Higher Education Instructional,1730,10848143
2019,ME,Education - Higher Education Other,3649,15136632
2019,ME,Education - Other,289,1382927
2019,ME,Libraries,0,0
2019,ME,State liquor stores,1,10699
2019,ME,All other and unallocable,977,4907469
2019,MD,Total - All Government Employment Functions,78926,437464816
2019,MD,Financial Administration,2926,14703186
2019,MD,Other Government Administration,1442,7893688
2019,MD,Judicial and Legal,4915,26874989
2019,MD,Police Protection Total,2227,16404222
2019,MD,Police Protection - Persons with Power of Arrest,1463,11900752
2019,MD,Police Protection - Other,764,4503470
2019,MD,Fire Protection Total,0,0
2019,MD,Fire Protection - Firefighters,0,0
2019,MD,Fire Protection - Other,0,0
2019,MD,Corrections,9895,56667030
2019,MD,Highways,4430,24805781
2019,MD,Air Transportation,459,2813919
2019,MD,Sea and Inland Port Facilities,265,1818225
2019,MD,Public Welfare,5927,27155274
2019,MD,Health,6749,35517142
2019,MD,Hospitals,3098,16734522
2019,MD,Social Insurance Administration,779,3571211
2019,MD,Solid Waste Management,0,0
2019,MD,Sewerage,0,0
2019,MD,Parks and Recreation,425,2033308
2019,MD,Housing and Community Development,179,1134084
2019,MD,Natural Resources,1318,7427084
2019,MD,Water Supply,0,0
2019,MD,Electric Power,0,0
2019,MD,Gas Supply,0,0
2019,MD,Transit,701,4545562
2019,MD,Education Total,27458,156459847
2019,MD,Education - Elementary and Secondary Total,0,0
2019,MD,Education - Elementary and Secondary Instructional,0,0
2019,MD,Education - Elementary and Secondary Other,0,0
2019,MD,Education - Higher Education Total,25666,146646396
2019,MD,Education - Higher Education Instructional,6310,40075653
2019,MD,Education - Higher Education Other,19356,106570743
2019,MD,Education - Other,1792,9813451
2019,MD,Libraries,0,0
2019,MD,State liquor stores,0,0
2019,MD,All other and unallocable,5733,30905742
2019,MA,Total - All Government Employment Functions,94789,623933240
2019,MA,Financial Administration,3463,22226863
2019,MA,Other Government Administration,1844,10802186
2019,MA,Judicial and Legal,9247,63250974
2019,MA,Police Protection Total,3117,31495244
2019,MA,Police Protection - Persons with Power of Arrest,2083,25195489
2019,MA,Police Protection - Other,1034,6299755
2019,MA,Fire Protection Total,0,0
2019,MA,Fire Protection - Firefighters,0,0
2019,MA,Fire Protection - Other,0,0
2019,MA,Corrections,11713,71235026
2019,MA,Highways,2702,17564554
2019,MA,Air Transportation,1009,8005905
2019,MA,Sea and Inland Port Facilities,160,1260605
2019,MA,Public Welfare,7963,47997617
2019,MA,Health,6822,39882803
2019,MA,Hospitals,5501,28124384
2019,MA,Social Insurance Administration,998,6322180
2019,MA,Solid Waste Management,0,0
2019,MA,Sewerage,783,6079153
2019,MA,Parks and Recreation,807,4341012
2019,MA,Housing and Community Development,0,0
2019,MA,Natural Resources,1117,7959272
2019,MA,Water Supply,476,3428779
2019,MA,Electric Power,0,0
2019,MA,Gas Supply,0,0
2019,MA,Transit,5408,38028978
2019,MA,Education Total,27376,184694890
2019,MA,Education - Elementary and Secondary Total,2377,11770242
2019,MA,Education - Elementary and Secondary Instructional,1795,8776882
2019,MA,Education - Elementary and Secondary Other,582,2993360
2019,MA,Education - Higher Education Total,23906,165038882
2019,MA,Education - Higher Education Instructional,7006,59375546
2019,MA,Education - Higher Education Other,16900,105663336
2019,MA,Education - Other,1093,7885766
2019,MA,Libraries,0,0
2019,MA,State liquor stores,0,0
2019,MA,All other and unallocable,4283,31232815
2019,MI,Total - All Government Employment Functions,120319,753612934
2019,MI,Financial Administration,3927,24931354
2019,MI,Other Government Administration,1529,7970572
2019,MI,Judicial and Legal,1446,11206584
2019,MI,Police Protection Total,3001,15190719
2019,MI,Police Protection - Persons with Power of Arrest,2130,11963420
2019,MI,Police Protection - Other,871,3227299
2019,MI,Fire Protection Total,0,0
2019,MI,Fire Protection - Firefighters,0,0
2019,MI,Fire Protection - Other,0,0
2019,MI,Corrections,11807,66080059
2019,MI,Highways,2390,14443704
2019,MI,Air Transportation,0,0
2019,MI,Sea and Inland Port Facilities,0,0
2019,MI,Public Welfare,10977,55789029
2019,MI,Health,5508,29642825
2019,MI,Hospitals,14245,83921616
2019,MI,Social Insurance Administration,622,3621485
2019,MI,Solid Waste Management,0,0
2019,MI,Sewerage,0,0
2019,MI,Parks and Recreation,175,990044
2019,MI,Housing and Community Development,231,1507350
2019,MI,Natural Resources,3095,17203296
2019,MI,Water Supply,0,0
2019,MI,Electric Power,0,0
2019,MI,Gas Supply,0,0
2019,MI,Transit,0,0
2019,MI,Education Total,56760,395682192
2019,MI,Education - Elementary and Secondary Total,0,0
2019,MI,Education - Elementary and Secondary Instructional,0,0
2019,MI,Education - Elementary and Secondary Other,0,0
2019,MI,Education - Higher Education Total,56217,391868546
2019,MI,Education - Higher Education Instructional,17732,185856146
2019,MI,Education - Higher Education Other,38485,206012400
2019,MI,Education - Other,543,3813646
2019,MI,Libraries,0,0
2019,MI,State liquor stores,0,0
2019,MI,All other and unallocable,4606,25432105
2019,MN,Total - All Government Employment Functions,71366,456432558
2019,MN,Financial Administration,5088,35295856
2019,MN,Other Government Administration,974,5935936
2019,MN,Judicial and Legal,3850,24448077
2019,MN,Police Protection Total,1032,5776719
2019,MN,Police Protection - Persons with Power of Arrest,589,3833619
2019,MN,Police Protection - Other,443,1943100
2019,MN,Fire Protection Total,0,0
2019,MN,Fire Protection - Firefighters,0,0
2019,MN,Fire Protection - Other,0,0
2019,MN,Corrections,4181,22527120
2019,MN,Highways,4856,28723311
2019,MN,Air Transportation,0,0
2019,MN,Sea and Inland Port Facilities,0,0
2019,MN,Public Welfare,2069,11648062
2019,MN,Health,3208,19298695
2019,MN,Hospitals,4046,23657936
2019,MN,Social Insurance Administration,931,5075416
2019,MN,Solid Waste Management,0,0
2019,MN,Sewerage,609,4457851
2019,MN,Parks and Recreation,533,2978118
2019,MN,Housing and Community Development,0,0
2019,MN,Natural Resources,2813,16463474
2019,MN,Water Supply,0,0
2019,MN,Electric Power,0,0
2019,MN,Gas Supply,0,0
2019,MN,Transit,2721,16701927
2019,MN,Education Total,31010,212885559
2019,MN,Education - Elementary and Secondary Total,0,0
2019,MN,Education - Elementary and Secondary Instructional,0,0
2019,MN,Education - Elementary and Secondary Other,0,0
2019,MN,Education - Higher Education Total,29469,202506403
2019,MN,Education - Higher Education Instructional,12012,90001763
2019,MN,Education - Higher Education Other,17457,112504640
2019,MN,Education - Other,1541,10379156
2019,MN,Libraries,0,0
2019,MN,State liquor stores,0,0
2019,MN,All other and unallocable,3445,20558501
2019,MS,Total - All Government Employment Functions,49172,219421875
2019,MS,Financial Administration,1350,5592422
2019,MS,Other Government Administration,360,1774730
2019,MS,Judicial and Legal,473,2663531
2019,MS,Police Protection Total,1165,4747343
2019,MS,Police Protection - Persons with Power of Arrest,440,1907039
2019,MS,Police Protection - Other,725,2840304
2019,MS,Fire Protection Total,0,0
2019,MS,Fire Protection - Firefighters,0,0
2019,MS,Fire Protection - Other,0,0
2019,MS,Corrections,2155,6145183
2019,MS,Highways,3065,10164526
2019,MS,Air Transportation,0,0
2019,MS,Sea and Inland Port Facilities,61,356616
2019,MS,Public Welfare,4104,12291686
2019,MS,Health,2610,10125056
2019,MS,Hospitals,12589,51218683
2019,MS,Social Insurance Administration,543,1939787
2019,MS,Solid Waste Management,0,0
2019,MS,Sewerage,0,0
2019,MS,Parks and Recreation,359,1141103
2019,MS,Housing and Community Development,0,0
2019,MS,Natural Resources,2479,8993622
2019,MS,Water Supply,83,256955
2019,MS,Electric Power,0,0
2019,MS,Gas Supply,0,0
2019,MS,Transit,0,0
2019,MS,Education Total,15178,91937944
2019,MS,Education - Elementary and Secondary Total,0,0
2019,MS,Education - Elementary and Secondary Instructional,0,0
2019,MS,Education - Elementary and Secondary Other,0,0
2019,MS,Education - Higher Education Total,13983,87598451
2019,MS,Education - Higher Education Instructional,4487,41471731
2019,MS,Education - Higher Education Other,9496,46126720
2019,MS,Education - Other,1195,4339493
2019,MS,Libraries,46,143261
2019,MS,State liquor stores,94,236516
2019,MS,All other and unallocable,2458,9692911
2019,MO,Total - All Government Employment Functions,75344,317290521
2019,MO,Financial Administration,2736,11073600
2019,MO,Other Government Administration,707,2912126
2019,MO,Judicial and Legal,3916,17266700
2019,MO,Police Protection Total,2348,11391034
2019,MO,Police Protection - Persons with Power of Arrest,1224,7190264
2019,MO,Police Protection - Other,1124,4200770
2019,MO,Fire Protection Total,0,0
2019,MO,Fire Protection - Firefighters,0,0
2019,MO,Fire Protection - Other,0,0
2019,MO,Corrections,11056,31814498
2019,MO,Highways,5480,19046152
2019,MO,Air Transportation,0,0
2019,MO,Sea and Inland Port Facilities,0,0
2019,MO,Public Welfare,6283,18283341
2019,MO,Health,2643,10263036
2019,MO,Hospitals,10105,39797446
2019,MO,Social Insurance Administration,381,1237214
2019,MO,Solid Waste Management,0,0
2019,MO,Sewerage,0,0
2019,MO,Parks and Recreation,502,1640364
2019,MO,Housing and Community Development,0,0
2019,MO,Natural Resources,1877,7188056
2019,MO,Water Supply,0,0
2019,MO,Electric Power,0,0
2019,MO,Gas Supply,0,0
2019,MO,Transit,0,0
2019,MO,Education Total,23402,130446159
2019,MO,Education - Elementary and Secondary Total,0,0
2019,MO,Education - Elementary and Secondary Instructional,0,0
2019,MO,Education - Elementary and Secondary Other,0,0
2019,MO,Education - Higher Education Total,22334,126420557
2019,MO,Education - Higher Education Instructional,8444,64818367
2019,MO,Education - Higher Education Other,13890,61602190
2019,MO,Education - Other,1068,4025602
2019,MO,Libraries,0,0
2019,MO,State liquor stores,0,0
2019,MO,All other and unallocable,3908,14930795
2019,MT,Total - All Government Employment Functions,20515,88382366
2019,MT,Financial Administration,979,4401349
2019,MT,Other Government Administration,246,1468914
2019,MT,Judicial and Legal,862,4462765
2019,MT,Police Protection Total,447,2338619
2019,MT,Police Protection - Persons with Power of Arrest,233,1273116
2019,MT,Police Protection - Other,214,1065503
2019,MT,Fire Protection Total,0,0
2019,MT,Fire Protection - Firefighters,0,0
2019,MT,Fire Protection - Other,0,0
2019,MT,Corrections,1160,5097961
2019,MT,Highways,1930,10152094
2019,MT,Air Transportation,0,0
2019,MT,Sea and Inland Port Facilities,0,0
2019,MT,Public Welfare,1327,5431750
2019,MT,Health,730,3680714
2019,MT,Hospitals,562,2191259
2019,MT,Social Insurance Administration,629,3283335
2019,MT,Solid Waste Management,0,0
2019,MT,Sewerage,0,0
2019,MT,Parks and Recreation,109,468517
2019,MT,Housing and Community Development,70,332485
2019,MT,Natural Resources,1276,6150209
2019,MT,Water Supply,0,0
2019,MT,Electric Power,0,0
2019,MT,Gas Supply,0,0
2019,MT,Transit,0,0
2019,MT,Education Total,9083,33009102
2019,MT,Education - Elementary and Secondary Total,0,0
2019,MT,Education - Elementary and Secondary Instructional,0,0
2019,MT,Education - Elementary and Secondary Other,0,0
2019,MT,Education - Higher Education Total,8704,31103079
2019,MT,Education - Higher Education Instructional,2466,13159386
2019,MT,Education - Higher Education Other,6238,17943693
2019,MT,Education - Other,379,1906023
2019,MT,Libraries,0,0
2019,MT,State liquor stores,28,125033
2019,MT,All other and unallocable,1077,5788260
2019,NE,Total - All Government Employment Functions,29507,147574090
2019,NE,Financial Administration,715,3022397
2019,NE,Other Government Administration,287,1220117
2019,NE,Judicial and Legal,771,4645601
2019,NE,Police Protection Total,733,3837412
2019,NE,Police Protection - Persons with Power of Arrest,428,2723001
2019,NE,Police Protection - Other,305,1114411
2019,NE,Fire Protection Total,0,0
2019,NE,Fire Protection - Firefighters,0,0
2019,NE,Fire Protection - Other,0,0
2019,NE,Corrections,3228,13804610
2019,NE,Highways,1942,8471775
